,cost,description,animal,property
7316,346.0,redacted,cat,domestic garden (vegetation not equipment) 
7317,346.0,small animal trapped in chimney,unknown - wild animal,converted flat/maisonettes - 3 or more storeys
7318,346.0,cat stuck between extension and exterior walls,cat,house - single occupancy 
7319,346.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7320,692.0,redacted,bird,lake/pond/reservoir 
7321,346.0,dog trapped in crate,dog,house - single occupancy 
7322,346.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7323,346.0,bird trapped in chimney,bird,house - single occupancy 
7324,346.0,dog trapped in gate  caller states in childrens playground   near riverside walk near to michaels br,dog,playground/recreation area (not equipment)
7325,346.0,cat stuck in wall cavity in basement,cat,house - single occupancy 
7326,692.0,bird trapped in kite net - persons on scene waiting for crews,bird,park 
7327,346.0,cat trapped under a car - near to the harris academy,cat,car 
7328,346.0,dog stuck in metal fence,dog,converted flat/maisonette - up to 2 storeys 
7329,346.0,animal rescue - fox stuck between shed & wall,fox,outdoor storage 
7330,346.0,pigeon caught in netting under footbridge between the pavilions shopping centre and multi story car ,bird,bridge
7331,346.0,cat trapped behind built in  wardrobe,cat,purpose built flats/maisonettes - up to 3 storeys 
7332,346.0,redacted,cat,converted flat/maisonette - up to 2 storeys 
7333,346.0,cat trapped in sofa,cat,house - single occupancy 
7334,346.0,trapped bird in disused building - rspca inspector on site,bird,warehouse 
7335,346.0,cat trapped in guttering of a empty house -,cat,house - single occupancy 
7336,346.0,cat trapped under recliner sofa,cat,house - single occupancy 
7337,346.0,fox cub trapped under decking,fox,other outdoor location 
7338,346.0,kitten trapped behind fire place,cat,house - single occupancy 
7339,346.0,dog trapped in cage,dog,converted flat/maisonettes - 3 or more storeys
7340,346.0,cat stuck in gate,cat,house - single occupancy 
7341,346.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7342,346.0,dog trapped in hole in park  go up the main hill where the barriers are at the top of the park besid,dog,park 
7343,346.0,pigeon trapped in chimney,bird,purpose built flats/maisonettes - up to 3 storeys 
7344,346.0,cat stuck up a chimney,cat,house - single occupancy 
7345,346.0,puppy with head stuck in wine rack -  flat a,dog,converted flat/maisonettes - 3 or more storeys
7346,346.0,fox trapped between concrete and metal post caller will meet you at esso garage,fox,fence
7348,346.0,kitten trapped under floor   rspca on scene,cat,house - single occupancy 
7349,346.0,cat trapped in side of wardrobe,cat,converted flat/maisonette - up to 2 storeys 
7350,346.0,deer trapped in metal fence,deer,railings
7351,346.0,dog trapped in badger hole,dog,"grassland, pasture, grazing etc "
7352,346.0,dog with paw trapped in dog cage,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7353,346.0,bird trapped behind gas fire,bird,house - single occupancy 
7354,346.0,cat trapped in kitchen,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7355,346.0,kitten trapped in ceiling - assisting rscpa on scene,cat,house - single occupancy 
7356,346.0,redacted,cat,fence
7357,692.0,cat trapped in yard of art studio,cat,purpose built flats/maisonettes - up to 3 storeys 
7358,346.0,pigeon trapped in netting on railway bridge    near station    rspca in attendance,bird,bridge
7359,346.0,animal believed trapped in loft,unknown - wild animal,house - single occupancy 
7360,346.0,kitten stuck under floorboards,cat,house - single occupancy 
7361,346.0,cat trapped behind railings next to stairwell,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7362,346.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7363,346.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7364,346.0,cat on roof - stuck between tiles,cat,house - single occupancy 
7365,346.0,bird trapped between branches,bird,house - single occupancy 
7366,346.0,bird trapped in chimney,bird,house - single occupancy 
7367,346.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
7368,346.0,bird trapped in chimney,bird,house - single occupancy 
7369,692.0,kitten believed to be trapped under floorboards - fru requested with snake eye camera,cat,house - single occupancy 
7370,352.0,redacted,deer,domestic garden (vegetation not equipment) 
7371,352.0,small animal rescue - pigeon tangled in netting at third floor level   additional pl requested from ,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7372,352.0,dog trapped in lift shaft,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7373,352.0,cat trapped on first floor balcony,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7374,352.0,cat trapped between fence and wall,cat,house - single occupancy 
7375,352.0,bird trapped in chimney,bird,house - single occupancy 
7376,352.0,dog in fox hole,dog,playground/recreation area (not equipment)
7377,352.0,cat stuck in tree   requested by rspca,cat,animal harm outdoors
7378,352.0,cat stuck on roof under solar panels,cat,house - single occupancy 
7379,704.0,redacted,bird,animal harm outdoors
7380,352.0,dog trapped in fox hole,dog,golf course (not building on course)
7381,352.0,redacted,cat,domestic garden (vegetation not equipment) 
7382,352.0,fox stuck in water of church gardens     caller waiting to direct,fox,animal harm outdoors
7383,352.0,bird trapped in netting,bird,single shop 
7384,352.0,bird stuck in netting - requestd by rspca,bird,bridge
7385,352.0,cat trapped behind wall,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7386,352.0,running call to cat stuck in tree,cat,tree scrub 
7387,352.0,running call to duck impaled,bird,animal harm outdoors
7388,352.0,dog trapped beneath summer house in rear garden,dog,private summer house 
7389,352.0,assist london wildlife protection officer in attendance with birds in danger,bird,tree scrub 
7390,352.0,dog trapped in bushes at rear of - caller will meet you to assist,dog,park 
7391,352.0,animal trapped inside garage door - j/o hartland road,unknown - wild animal,private garage 
7392,352.0,bird stuck in netting,bird,multi-storey car park
7393,704.0,cat trapped between wall in bin cupboard outside  *fru with snake eye requested from scene*,cat,common external bin storage area
7394,352.0,redacted,cat,train station - concourse 
7395,352.0,assist lift engineer with small animal rescue,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7396,352.0,pigeon trapped in tree    rspca on scene,bird,tree scrub 
7397,352.0,redacted,unknown - wild animal,house - single occupancy 
7398,352.0,cat fallen and trapped in river bank - quaggy river,cat,canal/riverbank vegetation 
7399,352.0,bird stuck in chimney,bird,house - single occupancy 
7400,352.0,redacted,cat,canal/riverbank vegetation 
7401,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7402,352.0,redacted,bird,large supermarket 
7403,352.0,redacted,cat,other outdoor equipment/machinery 
7404,352.0,dog with leg stuck in metal training cage,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7405,352.0,cat trapped on roof,cat,licensed house in multiple occupation - 3 or more storeys 
7406,352.0,assist rspca with pigeon trapped in netting on balcony   rspca on scene,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7407,352.0,pigeon trapped and hanging from top floor,bird,house - single occupancy 
7408,352.0,kitten stuck in chimney,cat,house - single occupancy 
7409,352.0,dove trapped in netting,bird,purpose built flats/maisonettes - up to 3 storeys 
7410,352.0,redacted,bird,pub/wine bar/bar 
7411,352.0,kitten trapped under brickwork,cat,converted flat/maisonettes - 3 or more storeys
7412,352.0,cat fallen into outside basement area unable to get out,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7413,704.0,running call to horse on roadway - no further lfb attendance required,horse,road surface/pavement 
7414,352.0,running call to assist with cat in tree,cat,tree scrub 
7415,352.0,animal rescue small - possibly a pigeon trapped in chimney,bird,purpose built flats/maisonettes - up to 3 storeys 
7416,352.0,redacted,cat,house - single occupancy 
7417,352.0,kitten stuck under floor boards,cat,converted flat/maisonette - up to 2 storeys 
7418,352.0,cat in precarious position on roof,cat,house - single occupancy 
7419,352.0,kittten trapped between cupboard and wall,unknown - domestic animal or pet,converted flat/maisonette - up to 2 storeys 
7420,352.0,distressed dog  stuck in playground,dog,infant/primary school
7421,352.0,redacted,bird,single shop 
7422,704.0,redacted,bird,tree scrub 
7423,352.0,distressed kitten stuck on roof,cat,purpose built flats/maisonettes - up to 3 storeys 
7424,352.0,cat trapped behind a wall/cupboard,cat,house - single occupancy 
7425,352.0,redacted,bird,purpose built flats/maisonettes - 10 or more storeys 
7426,352.0,dog trapped in fencing,dog,fence
7427,352.0,cat trapped in barbed wire,cat,house - single occupancy 
7428,352.0,kitten possibly trapped behind interior wall,cat,purpose built flats/maisonettes - up to 3 storeys 
7429,704.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
7430,704.0,fox trapped in railings opposite,fox,railway trackside vegetation 
7431,352.0,assist wildlife officer in attendance for stuck bird,bird,woodland/forest - broadleaf/hardwood 
7432,352.0,baby deer stuck in railings     in carpark,deer,secondary school
7433,352.0,cat stuck on roof - been up there since wednesday,cat,house - single occupancy 
7434,352.0,redacted,cat,road surface/pavement 
7435,352.0,deer trapped in metal gate,deer,railings
7436,352.0,bird trapped in fence wiring   rspca on scene,bird,house - single occupancy 
7437,352.0,cat up tree       at request of rspca,cat,tree scrub 
7438,352.0,cat stuck in guttering on roof,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7439,352.0,fox cub trapped and in distress in shed,fox,house - single occupancy 
7440,352.0,kitten stuck in cage,cat,fire station 
7441,352.0,dog with glass jar  stuck on its head,dog,veterinary surgery
7442,352.0,bird/animal trapped in chimney,bird,house - single occupancy 
7443,352.0,cat trapped on roof ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7444,704.0,cat trapped in building under renovation,cat,house - single occupancy 
7445,704.0,cat trapped under floor boards,cat,purpose built flats/maisonettes - up to 3 storeys 
7446,352.0,puppy trapped in foxhole,dog,domestic garden (vegetation not equipment) 
7447,352.0,fox stuck in wire,fox,fence
7448,352.0,squirrel stuck between wall and guttering being attacked by birds,bird,house - single occupancy 
7449,352.0,horse down in paddock,horse,animal harm outdoors
7450,352.0,rspca on scene - bird stuck in chimney,bird,house - single occupancy 
7451,352.0,dog with paw trapped in grill in garden,dog,house - single occupancy 
7452,704.0,cat trapped in wired fencing - opposite this address - caller will meet you,cat,railway trackside vegetation 
7453,352.0,small animal rescue squirrel behind fireplace,squirrel,house - single occupancy 
7455,352.0,small animal rescue  cat trapped between wall and basement floorboards,cat,converted flat/maisonettes - 3 or more storeys
7456,352.0,assist  london wildlife protection  volunteeer on scene with parrot trapped in guttering on roof,bird,house - single occupancy 
7457,704.0,kitten in precarious position     aerial appliance to enter via grays inn road,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7458,352.0,cat trapped in shed    caller will meet you on harcourt road,cat,private garage 
7459,352.0,small animal rescue,unknown - domestic animal or pet,converted flat/maisonette - up to 2 storeys 
7460,352.0,cat trapped and injured in garden,cat,other outdoor location 
7461,352.0,two cygnets trapped in grate    fru required for water rescue,bird,lake/pond/reservoir 
7462,352.0,redacted,unknown - wild animal,house - single occupancy 
7463,352.0,kitten trapped underneath boiler,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7464,352.0,cat stuck in wall,cat,house - single occupancy 
7465,352.0,cat in precarious  position on roof,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7466,352.0,cat stuck behind  wall   builders boarded up wall and have now left,cat,house - single occupancy 
7467,352.0,redacted,cat,house - single occupancy 
7468,352.0,cat trapped inside blocked fire place,cat,restaurant/cafe
7469,352.0,deer trapped in side gate of school,deer,pre school/nursery 
7470,352.0,duck trapped in wire in tree by lake - fru required,bird,park 
7471,352.0,ducklings stuck in the drain,bird,pipe or drain 
7472,352.0,bird trapped in chimney,bird,house - single occupancy 
7473,352.0,dog on roof of flats,dog,purpose built flats/maisonettes - up to 3 storeys 
7474,704.0,two foxes stuck in fountain,fox,other outdoor location 
7475,352.0,cat stuck in chimney,cat,house - single occupancy 
7476,352.0,fox trapped in fence railings,fox,animal harm outdoors
7477,1056.0,deer stuck in water    twin rivers opposite esso garage - hal staff to meet brigade,deer,river/canal 
7478,352.0,dog trapped on ledge on first floor.  occupier not at home,dog,converted flat/maisonettes - 3 or more storeys
7479,1408.0,redacted,unknown - wild animal,river/canal 
7480,352.0,redacted,cat,house - single occupancy 
7481,352.0,dog in distress locked in bathroom,dog,purpose built flats/maisonettes - 4 to 9 storeys 
7482,352.0,cat trapped in wall cavity,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7483,352.0,bird trapped behind fireplace,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7484,352.0,redacted,cat,tree scrub 
7485,352.0,bird trapped in chimney,bird,house - single occupancy 
7486,352.0,bird trapped in netting,bird,"takeaway, fast food "
7487,352.0,squirrel trapped between blinds in bathroom,squirrel,house - single occupancy 
7488,704.0,cat stuck in tree - aerial requested from scene running call,cat,tree scrub 
7489,352.0,wood pigeon stuck in chimney behind cast iron fireplace,bird,house - single occupancy 
7490,704.0,seagull trapped in netting  aerial requested from scene,bird,warehouse 
7491,352.0,assist rspca with pigeon trapped in netting,bird,"takeaway, fast food "
7492,352.0,injured pigeon trapped in netting,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7493,352.0,puppy with head stuck in sofa,dog,house - single occupancy 
7494,352.0,cat trapped on roof,cat,purpose built flats/maisonettes - 10 or more storeys 
7495,352.0,pigeon trapped in chimney behind gas fire,bird,house - single occupancy 
7496,352.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7497,352.0,cat possibly stuck up a chimney,cat,converted flat/maisonettes - 3 or more storeys
7498,352.0,dog trapped in garden - property is vacant,dog,house - single occupancy 
7499,352.0,bird trapped in wire - rspca on scene - best access is murtrix road,bird,converted flat/maisonettes - 3 or more storeys
7500,352.0,redacted,bird,restaurant/cafe
7501,704.0,birds trapped in wire under bridge - caller will meet you on picketts lock lane by the bridge,bird,bridge
7502,352.0,parrot trapped in netting,bird,infant/primary school
7503,352.0,cat trapped behind shutters,cat,single shop 
7504,352.0,redacted,cat,car 
7505,352.0,fox cub trapped in stream   rspca on scene,fox,river/canal 
7506,352.0,kitten trapped in engine of car,cat,car 
7507,352.0,cat trapped in wheel of car,cat,car 
7508,352.0,running call to bird stuck in chimney,bird,house - single occupancy 
7509,352.0,cat trapped inbetween door,cat,house - single occupancy 
7510,352.0,dog stuck in hole,dog,woodland/forest - conifers/softwood 
7511,352.0,cat trapped under floor,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7512,352.0,redacted,snake,purpose built flats/maisonettes - 4 to 9 storeys 
7513,352.0,pigeon trapped in extractor,bird,purpose built flats/maisonettes - up to 3 storeys 
7514,704.0,redacted,cat,house - single occupancy 
7515,352.0,cat trapped in derelict building at junction of hurst road    caller will meet and direct,cat,swimming pool 
7516,352.0,small animal rescue - dog with chain wrapped around neck and leg - owner on scene,dog,converted flat/maisonette - up to 2 storeys 
7517,352.0,cat stuck down shaft on sixth floor,cat,hotel/motel 
7518,352.0,redacted,cat,house - single occupancy 
7519,352.0,cat trapped between two walls,cat,purpose built flats/maisonettes - up to 3 storeys 
7520,352.0,redacted,cat,hotel/motel 
7521,352.0,possibly injured cat stuck on third floor    caller will meet brigade,cat,converted flat/maisonettes - 3 or more storeys
7522,352.0,pigeon stuck in netting - at top and end of building,bird,purpose built flats/maisonettes - up to 3 storeys 
7523,352.0,small deer trapped in school gate,deer,infant/primary school
7524,352.0,bird trapped behind mesh following works on railway bridge opposite - jctn of roper lane and druid s,bird,bridge
7525,352.0,cat stuck on roof,cat,house - single occupancy 
7526,352.0,small animal rescue,unknown - wild animal,house - single occupancy 
7527,352.0,fox stuck in garage   rspca on scene,fox,private garage 
7528,352.0,assist rspca with bird trapped in guttering,bird,house - single occupancy 
7529,352.0,cat stuck in wheel of bus,cat,bus/coach station/garage 
7530,352.0,redacted,cat,house - single occupancy 
7531,352.0,fox in distress trapped in goal netting       at rear of vaccination centre     goal nearest to the ,fox,secondary school
7532,352.0,cat fallen from window onto roof,cat,house - single occupancy 
7533,352.0,small animal rescue  cat trapped behind gate - behind the royal mail and ford depot,cat,warehouse 
7534,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7535,352.0,small animal rescue,unknown - domestic animal or pet,domestic garden (vegetation not equipment) 
7536,352.0,redacted,bird,lake/pond/reservoir 
7537,352.0,assist rspca with fox trapped between fence and wall,fox,fence
7538,352.0,cat trapped under wheel arch   silver car,cat,car 
7539,352.0,cat stuck in drain   fru required,cat,road surface/pavement 
7540,352.0,possibly injured cat stuck in tree,cat,tree scrub 
7541,352.0,injured  cat  trapped between walls,cat,house - single occupancy 
7542,352.0,redacted,cat,car 
7543,352.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7544,352.0,bird trapped in fan    in attic,bird,house - single occupancy 
7545,352.0,pigeon with foot trapped in gutter above quick fit- caller on scene,bird,purpose built flats/maisonettes - up to 3 storeys 
7546,352.0,small animal rescue,unknown - domestic animal or pet,purpose built flats/maisonettes - 4 to 9 storeys 
7547,352.0,assist  rspca with cat  stuck on roof,cat,house - single occupancy 
7548,352.0,horse in dyke   caller will flag you down  ***access via wharf road***,horse,animal harm outdoors
7549,352.0,assist wildlife officer with small animal rescue  returning a chick to its nest  ***rvp j/o greenlan,bird,purpose built office 
7550,352.0,small animal rescue  bird trapped in chimneyt  caller at flat b - top bell,bird,converted flat/maisonette - up to 2 storeys 
7551,352.0,person stuck up tree,unknown - domestic animal or pet,tree scrub 
7552,352.0,to assist the rspca with a bird stuck in netting   aerial requested from incident,bird,tree scrub 
7553,352.0,cat trapped between two walls,cat,house - single occupancy 
7554,352.0,request by rscpa to attend a fox trapped in garden of unoccupied basement flat rscpa do not have any,fox,purpose built flats/maisonettes - 4 to 9 storeys 
7555,352.0,kitten trapped on ledge of roof in distress,cat,purpose built flats/maisonettes - up to 3 storeys 
7556,352.0,puppy impaled on fence,dog,house - single occupancy 
7557,352.0,dog stuck in tree roots in recreation ground   end of spring park avenue,dog,park 
7558,352.0,assist rspca with pigeon trapped in unused property   rspca in attendance,bird,other dwelling 
7559,352.0,small animal rescue,unknown - domestic animal or pet,purpose built flats/maisonettes - 4 to 9 storeys 
7560,352.0,assist rspca with cat on ledge,cat,purpose built flats/maisonettes - up to 3 storeys 
7561,352.0,cat trapped in hole inside building,cat,converted flat/maisonette - up to 2 storeys 
7562,352.0,fox trapped by foot in garden,fox,converted flat/maisonette - up to 2 storeys 
7563,352.0,redacted,cat,cemetery 
7564,352.0,bird trapped in chimney,bird,house - single occupancy 
7565,352.0,person locked in cemetery,unknown - domestic animal or pet,cemetery 
7566,352.0,small animal rescue,unknown - domestic animal or pet,mosque 
7567,352.0,crow caught behind vent,bird,converted flat/maisonettes - 3 or more storeys
7568,352.0,bird trapped in chimney,bird,house - single occupancy 
7569,704.0,cat trapped in engine of car,cat,car 
7570,352.0,cat trapped on balcony,cat,converted flat/maisonettes - 3 or more storeys
7571,352.0,bird stuck between walls,bird,converted flat/maisonettes - 3 or more storeys
7572,352.0,cat trapped in pipework in bathroom,cat,converted flat/maisonettes - 3 or more storeys
7573,352.0,cat wedge in between branches,cat,tree scrub 
7574,352.0,cat on roof unable to get off - occupant will meet crew,cat,purpose built flats/maisonettes - up to 3 storeys 
7575,352.0,cat trapped in ledge,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7576,352.0,animal possibly stuck in chimney,bird,converted flat/maisonettes - 3 or more storeys
7577,352.0,pigeon stuck in chimey,bird,house - single occupancy 
7578,352.0,redacted,squirrel,other outdoor location 
7579,352.0,cat trapped on roof,cat,bungalow - single occupancy 
7580,352.0,fox cub in basement patio area - rspca received call but are not in attendance,fox,house - single occupancy 
7581,352.0,bird trapped  in chimney,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7582,352.0,pigeon trapped in chimney - the bird has been there a week and is still alive,bird,house - single occupancy 
7583,352.0,running call to bird trapped in netting,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7584,352.0,rspca request to attend with bird trapped in netting        rspca have no resource to attend,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7585,352.0,birds trapped in netting,bird,bridge
7586,352.0,duckling trapped in drain,bird,pipe or drain 
7587,704.0,kitten stuck in wall cavity- fru requested with snake eye,cat,house - single occupancy 
7588,352.0,possibly a bird stuck in chimney,bird,purpose built flats/maisonettes - up to 3 storeys 
7589,352.0,cat stuck under the oven,cat,house - single occupancy 
7590,704.0,parrot with leg trapped in cage door  fru requested from incident,bird,purpose built flats/maisonettes - up to 3 storeys 
7591,352.0,cat trapped in shed,cat,private garden shed 
7592,1056.0,redacted,deer,animal harm outdoors
7593,352.0,assist rspca with pidgeon trapped in netting,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7594,352.0,bird trapped in chimney,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7595,352.0,dog trapped on window sill,dog,house - single occupancy 
7596,352.0,running call to fox trapped in property,fox,house - single occupancy 
7597,352.0,redacted,cat,house - single occupancy 
7598,704.0,bird stuck in cables - beside primary school  al requested from scene - rvp aveling park road junc e,bird,park 
7599,352.0,fox cub trapped between wall and house,fox,domestic garden (vegetation not equipment) 
7600,352.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
7601,352.0,injured baby seagull stuck in gutter - caller will meet you on arrival to exp[lain circumstances,bird,purpose built flats/maisonettes - up to 3 storeys 
7602,352.0,fox cub stuck in football netting,fox,house - single occupancy 
7603,352.0,cat trapped in chimney,cat,house - single occupancy 
7604,352.0,birds trapped in netting -      call from london wildlife protection - caller will meet at the entra,bird,hospital 
7605,352.0,cat up tree   request rec from rspca - not attending,cat,tree scrub 
7606,352.0,cat trapped between two roofs,cat,house - single occupancy 
7607,352.0,small animal rescue  cat trapped in bush,cat,house - single occupancy 
7608,352.0,running call snake trapped in washing machine component,snake,fire station 
7609,704.0,goat locked in shed    in alleyway   - been there for a week,goat,"grassland, pasture, grazing etc "
7610,704.0,cat trapped in loft/roof space,cat,purpose built flats/maisonettes - up to 3 storeys 
7611,352.0,fox stuck in netting by neck,fox,secondary school
7612,352.0,bird trapped behind chimney,bird,house - single occupancy 
7613,352.0,redacted,cat,converted flat/maisonettes - 3 or more storeys
7614,352.0,cat stuck between shed and fence,cat,house - single occupancy 
7615,352.0,animal trapped in chimney,unknown - wild animal,converted flat/maisonette - up to 2 storeys 
7616,704.0,cat trapped behind partition in loft,cat,purpose built flats/maisonettes - up to 3 storeys 
7617,352.0,running call to bird trapped in chimney,bird,house - single occupancy 
7618,704.0,seagull trapped in guttering,bird,animal harm outdoors
7619,352.0,cat trapped and in distress in basement area,cat,converted flat/maisonettes - 3 or more storeys
7620,352.0,fox trapped in netting in rear garden,fox,purpose built flats/maisonettes - up to 3 storeys 
7621,352.0,dog locked in car   owner on scene dog in distress,dog,car 
7622,352.0,cat stuck under stairs,cat,purpose built flats/maisonettes - up to 3 storeys 
7623,352.0,redacted,cat,animal harm outdoors
7624,352.0,cat in precarious position in tree - owner is in attendance,cat,roadside vegetation 
7625,352.0,cat trapped between sink and wall,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7626,352.0,dog with leg trapped in coat stand,dog,house - single occupancy 
7627,352.0,birds trapped in netting under bridge,bird,bridge
7628,352.0,kitten trapped behind kitchen cabinet,cat,house - single occupancy 
7629,352.0,cat trapped between garage and house walls - owner will meet the brigade,cat,house - single occupancy 
7630,352.0,cat trapped in window,cat,purpose built flats/maisonettes - up to 3 storeys 
7631,352.0,bird trapped in chimney,bird,house - single occupancy 
7632,352.0,snake trapped between bricks under bay window,snake,purpose built flats/maisonettes - 4 to 9 storeys 
7633,352.0,cat trapped on roof inside construction center - next to virgin media and election center,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7634,352.0,small animal rescue - snake caught in wall,snake,purpose built flats/maisonettes - up to 3 storeys 
7635,352.0,redacted,bird,house - single occupancy 
7636,352.0,redacted,cat,animal harm outdoors
7637,352.0,fox  trapped in goal net    on football pitch,fox,infant/primary school
7638,352.0,bird trapped behind gas  fire,bird,house - single occupancy 
7639,352.0,bird trapped in netting     called by  rspca   who are not able to attend,bird,purpose built flats/maisonettes - 10 or more storeys 
7640,352.0,assist rspca with a duckling trapped in drain,bird,road surface/pavement 
7641,352.0,assist wildlife charity in returning seagull chick to nest,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7642,352.0,fox stuck in electrical cables,fox,railings
7643,352.0,fox trapped in basement area,fox,house - single occupancy 
7644,352.0,bird trapped in wall,bird,house - single occupancy 
7645,352.0,redacted,bird,house - single occupancy 
7646,352.0,small animal rescue - cat trapped behind pipework,cat,purpose built flats/maisonettes - up to 3 storeys 
7647,352.0,access via vincent street   injured cat behind locked gate,cat,other outdoor structures 
7648,352.0,deer half trapped in metal gate,deer,house - single occupancy 
7649,352.0,bird caught in wire netting hanging underneath bridge,bird,bridge
7650,352.0,cat trapped in chimney,cat,converted flat/maisonette - up to 2 storeys 
7651,352.0,cat stuck behind a wall - assist rspca,cat,purpose built flats/maisonettes - up to 3 storeys 
7652,352.0,cat trapped in garage,cat,private garage 
7653,352.0,redacted,bird,road surface/pavement 
7654,352.0,cat trapped in wall,cat,house - single occupancy 
7655,1056.0,horse stuck in fence,horse,animal harm outdoors
7656,352.0,cat jumped out window into neighbours conservatory and trapped in blinds,cat,converted flat/maisonettes - 3 or more storeys
7657,352.0,magpies trapped in void,bird,secondary school
7658,352.0,bird trapped in net,bird,other outdoor location 
7659,352.0,assist rspca with rescue of cat on third floor roof,cat,infant/primary school
7660,352.0,bird trapped in wiring on crane,bird,other outdoor equipment/machinery 
7661,352.0,pigeon trapped in netting - behind sports centre sign,bird,indoor stadium 
7662,352.0,bird trapped in chimney - rspca not able to attend,bird,house - single occupancy 
7663,352.0,dog  stuck under metal stairs  in rear garden,dog,house - single occupancy 
7664,352.0,pigeons tangled in netting above the prezzo restaurant   requested by rspca  who are unable to atten,bird,restaurant/cafe
7665,352.0,cat trapped behind sink,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7666,352.0,dog trapped in fence,dog,fence
7667,352.0,"cat stuck up a tree   rspca have requested our attenndace but are not able to attend, cat owner is o",cat,purpose built flats/maisonettes - up to 3 storeys 
7668,352.0,redacted,bird,purpose built flats/maisonettes - 4 to 9 storeys 
7669,352.0,bird trapped in guttering - caller will meet brigade,bird,infant/primary school
7670,352.0,cat stuck on ledge,cat,house - single occupancy 
7671,352.0,bird trapped by string around leg in tree,bird,tree scrub 
7672,352.0,small bird trapped by foot on roof of house,bird,purpose built flats/maisonettes - up to 3 storeys 
7673,352.0,assist wildlife officer with bird trapped in tree,bird,tree scrub 
7674,352.0,redacted,bird,domestic garden (vegetation not equipment) 
7675,352.0,bird trapped behind chimney,bird,converted flat/maisonette - up to 2 storeys 
7676,352.0,bird trapped by foot in tree   rear garden,bird,domestic garden (vegetation not equipment) 
7677,352.0,redacted,cat,purpose built flats/maisonettes - up to 3 storeys 
7678,352.0,bird trapped in metal fence - homeowner on scene - has called rspca,bird,house - single occupancy 
7679,352.0,pet ferret trapped in wall behind electrical cupboard,ferret,purpose built flats/maisonettes - up to 3 storeys 
7680,352.0,small animal rescue - dog with leg trapped behind bar on vehicle  sry not attending,dog,car 
7681,352.0,cat stuck behind toilet plumbing pipes,cat,house - single occupancy 
7683,352.0,bird in netting - rspca officer in attendance by the name of phil,bird,converted flat/maisonettes - 3 or more storeys
7684,704.0,kitten on roof - aerial required,cat,house - single occupancy 
7685,352.0,redacted,cat,purpose built flats/maisonettes - 4 to 9 storeys 
7686,1056.0,small animal rescue - water operations level two    fru requested from scene with boat capabilities ,cat,river/canal 
7687,352.0,redacted,dog,purpose built flats/maisonettes - up to 3 storeys 
7688,352.0,dog wedged between two gates,dog,fence
7689,352.0,redacted,cat,tree scrub 
7690,352.0,redacted,dog,car 
7691,352.0,pigeons trapped in wire mesh under railway bridge,bird,bridge
7692,352.0,bird trapped in eaves of house,bird,house - single occupancy 
7693,352.0,redacted,cat,house - single occupancy 
7694,352.0,large bird trapped behind fire place,bird,house - single occupancy 
7695,352.0,bird trapped in chimney,bird,house - single occupancy 
7696,352.0,fox trapped in football netting,fox,house - single occupancy 
